text,category
Am chitti reloaded version 2.0 mass dialogue,Mixed_feelings
இது தமிழ் படமா இல்ல ஹாலிவுட் படமா,Positive
Trailer forward pani pathavagalam like poduga,unknown_state
அடுத்த முத்தையா டைரக்டர். அண்ணன் மோகன் அவர்களுக்கு மனமார்ந்த நன்றி. மேலும் இந்த படம் முழு வெற்றி அடைய வாழ்த்துகிறோம்,Positive
Rompa expectiona iruku... Thala sekiram vaa...Thala..  August10... Waiting. . Thala speech sema mass... Last dialog super...,Positive
"Intha Deepavali Ku Oru tharamana padam varapoguthu, so kandippa thalapathi Ku adutha padam tharamana kathai ah irukkum #LokeshKanagaraj",Positive
It's been like Ellam Avan seyal,Negative
Sathiyama solra teasera nighttha pakren antha bgmoda avanga  bodhu  allu vttruchu peiya paatha maari irukku,Positive
Super song I am very like,Positive
Pakkathane pore innda Kali odda attathe,Negative
Semma summa alluthu teaser..thalaiva nee vaa...,Positive
நங்கூரம் போல் கதை-களம் அமைந்தால் நான் கண் இமைக்காமல் ரத்திண ஒளியை பார்ப்பேன்.,unknown_state
தீரன் சின்னமலைகவுண்டர் பேரவையின் சார்பாக படம் வெற்றியடைய வாழ்த்துகிறோம்,Positive
சத்தியமா சொல்றன் ட்ரைலர் சட்டப்படி  சூப்பர் மா,Positive
Supera Iruku Nala social Message Padam Vetrie Para Vazlathukal,Positive
marana mass trailer    vijay anna therrrriiiiiii......,Positive
படம் நல்லா இருந்தா பாக்கலாம் போலயே !,unknown_state
Is it based on kekka bekka short film?,Negative
Sema..  Vera level bgm.... ... summa aluthuth,Positive
song ok aana movie  mokka thala,Mixed_feelings
good luck thala from mahesh babu fan. spyder jindabad,Positive
"1.35 mins kudumbathoda senthu naanga, intha dialogue modulation yepdi iruku na   Surya in one movie , company kudukira oru athisaya porul soapu dappa",Positive
Nan veelven endru ninaiththayo  thalaivar da,Positive
"Gommalakka teaser pakkalanu Vantha,intha dmk punda ad vera",Negative
Comments la like vaangi enna panna poringa ellarum,Negative
First scene ... police dam Mela cover pannangalae andha scene,Positive
Threen chinnamalai gounder peravai sarbaga vazultkal.,Positive
மரணத்தை மிரட்டும் ட்ரெயிலர் உண்மை செய்திகளை உரக்கச் சொன்ன இயக்குனர் G மோகன் அவர்களை வாழ்த்த வார்த்தைகள் இல்லை அருமை,Positive
Idhu dhan da Namma thalaivar,Negative
Vera leval Teaser Suriya Anna  Ayan Deva Back,Positive
வெந்து வேகதா அரை வேகடு ஹீரோ து,Negative
Otha padam vera level ah irukum pola .thala mass,Mixed_feelings
"Romba days apparam thamil cinema lla  nalla movie,varapothu",Positive
Teaser bayangaram na.....     Theri ya iruku....  Stylish thalaivar.....,Positive
Edhukum nadodigal 1 ku ennada sambandam,Negative
"படம் மட்டுமல்ல ,படத்தை எடுத்த நீங்களும் ஹீரோ தான். திருப்பூர் கொங்கு சார்பில் எங்கள் அனைத்து ஆதரவையும் தருவோம்..",Positive
enna irrunthaalum sarakaar maari varuma ? #illayathalapathimass,unknown_state
I don't know Tamil but I like Rajini. Super style.,Negative
Thala mass,Positive
Climax music kekkumpodhu appdiye goosebumps start aagudhu.... thanks Yuvan Annnnnnnnnnnnnna,Positive
Come on guys keep watching 10.5 M views adikkanum today,Positive
sema kevalama iruku...looks like baby ma deepa..,Negative
Thalaivar Thalaivar Thalaivar sema  chitti chitti,Positive
தாராபுரம் வன்னியர் சங்கம் சார்பில் வாழ்த்துகள்,Positive
Indha pongalukku Ennapannaporom? kaali kuda  sweet  sapdaporom,Positive
கவரா நாயுடு மக்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive
1:29 Indha mannu thaan business simbu rocks,unknown_state
Paaa verithanama irukku kandippa  Hit aagum,unknown_state
Kanithan padam maari thaan irukum pola,Mixed_feelings
I really proud to be TAMIZLAN daaaaaaaaaaaaaaaaaaaa,Positive
thalaa pls sikkeremaa vangaa were cant wait,Positive
Bgm sema  Surya sema acting,Positive
Indha maadhiri oru padam varadhanu ethana varusham kaathukittu kidandhom.padam paaka edhir paathutu irukom.maaberum vattri adaiya vaalthukkal,Positive
"Jathi Veri piditha mirugangalal Matumae ipdi Oru padathai kuduka mudiyum, paratavum mudiyum.. Grow up guys...",unknown_state
"Trailer Ila songa, karuthu solla poreiga okay,",Positive
Otha theatre la paaka poravana nenacha daan paavama irku...ommala sound la thala vedichi sethuruvaan ila...kadha kekama poirum kandipa,unknown_state
"Nangge thala fans da, vijay 63 kuda nangge support panuvum. Tamilan da! Ennore tamilanne kille thaliyude mathum",Positive
copy Yennai arinthal.....enna nai polapeda ete,Negative
I am waiting mar an sir,Positive
ஜெயம் ரவி ஆர்மி நீ நல்ல மனிதன் உன் படங்கள் சொல்லும் அதை,unknown_state
It looks lik Hindi movie ek villan!,Negative
Thala thaan Ennaikkum mass.thala kettap is very terrar.kajal kettap is very beauty.Next film ajith&kajal jodi sernthaa innu semmaya irukkum,Positive
Aaahhhhh..... Pullarikkithu ya...... Semmmaaaaaaa Kaathiruppom may 31,Positive
கொங்கு வேளாள கவுண்டர் சார்பாக பட குழுவிற்கு வாழ்த்துக்கள். செம்ம கெத்து.,unknown_state
Na arasiyaluku varathu vuruthi dei bangam paniteenga da,Positive
Indha Maathiri Keezhthanamana Aalungala ippadi dhaan kollanum... Deticated to Draupathi Director Sir,unknown_state
Intha concept kagave intha padatha pakanum,Positive
"இந்த திரைப்படத்தை நான் நிச்சயம் தியேட்டர்ல தான் பார்ப்பேன். ஒரு சார்பு சாதி கொடுமை கதைகளை மட்டும் பார்த்து பார்த்து வெறுத்து போன என்னைப்போல ஆட்களுக்கு அந்த ஆணவ படுகொலையின் பின்னால் இருக்கும் நியாயமான பண்பாடு கலாச்சார உணர்வுகளயும் தெரிந்து கொள்ள வேண்டும்.  நாம் பாசமாக வளர்க்கும் ஒரு நாய்க்குட்டியை கூட கட்டிப்போட்டு ட்ரைனிங் கொடுத்து, கண்டிப்போட வளர்க்கும் சமூகம் தான்,  பெற்ற பிள்ளைகள அவர் விருப்பபடி விட வேண்டும் என சொல்வது இரட்டை நிலைப்பாட்டின் உச்சம்.",Mixed_feelings
Tn ulla anaithu jathi sangangal katchigal sarbaga vaalthukal valarka jathikalavaram atharku oru vaipu intha thiraipadam,Positive
Trailer good. Scenes look likes Saw movie series.,Positive
Robot kuda romance pannuthu singles nangalam saga vindithu tha polla,Mixed_feelings
ajith is looking like nfs carbon darius(tahmoh penikett),Positive
Pink remake.. Seems it's remade well..,Positive
Fuck off disliker salaaaa power ajith Kumar,Negative
"Suriya, Ipadiye ne nadichutu irindhena, S10 la thonda vali vandhu sethruve, illa nanga kaadhu vali vanthu sethuruvom.",Negative
Nammaku thevaiyanadhu namba than adichi vanganum,Positive
Rajini Kum coma pola 🤣 1996 la solla vendiya dialogue adhu,Mixed_feelings
Semma waiting   pakka goal,Positive
ತುಲ್ ಫಿಲ್ಮ್..ತಮಿಳ್ ಬೋಲಿಮಕ್ಕು ಇದನ್ನು 100cr ಮಾಡ್ತಾರೆ...,Mixed_feelings
தஞ்சாவூர் மாவட்டம் கும்பகாேணத்து காரன் படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள் விஸ்வகர்மா இன மக்கள் ஆதரவுடன்,Positive
என்ன ஒரு அற்புதமான டிரெய்லர் ரக்ஷித் ஷெட்டி நீங்கள் அருமை..,Positive
Intha teaser ra dislike panravan thanda unmaiyana anti indian solla pona tn la irukka mutta viruses,Negative
தாம்பரம் தமிழ் அய்யங்கார் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துக்கள்,Positive
Ngk blockbuster nu solravanga like here,unknown_state
marana theri otha savunga da ali pans,Negative
Ellam avan seyal movie matheri iruku,Mixed_feelings
"Asuran and pariyerum Perumal pondra padangalluikku seruppadi polla irruikku trailer, padam block buster agga valthuikkal.....",Mixed_feelings
நான் தளபதி ரசிகன்.... இந்த படம் வந்தது நால நிறைய பேரு கஷ்டத்துலயும் சிரிக்க கத்துக்குவாங்க... மனதையும் அமைதி படுதிக்கு வாங்க... அருமையான படைப்பு சகோ.... படம் வெற்றி பெற தளபதி ரசிகர்கள் சார்பாக  வாழ்த்துக்கள்....🥰🥰,Positive
